timestamp,worker_id,batch_size,duration_ms,total_rows_after_insert_approx
2025-05-21T20:20:23.813258,1,1000,21.62,1288000
2025-05-21T20:20:23.899809,1,1000,24.65,1289000
2025-05-21T20:20:23.988462,1,1000,23.90,1291000
2025-05-21T20:20:24.077576,1,1000,24.52,1293000
2025-05-21T20:20:24.166328,1,1000,30.95,1295000
2025-05-21T20:20:24.251325,1,1000,21.60,1297000
2025-05-21T20:20:24.334200,1,1000,24.80,1299000
2025-05-21T20:20:24.421576,1,1000,29.83,1301000
2025-05-21T20:20:24.510872,1,1000,31.51,1303000
2025-05-21T20:20:24.597966,1,1000,18.70,1306000
2025-05-21T20:20:24.680618,1,1000,27.06,1307000
2025-05-21T20:20:24.764828,1,1000,29.12,1309000
2025-05-21T20:20:24.849654,1,1000,20.77,1311000
2025-05-21T20:20:24.930983,1,1000,17.62,1313000
2025-05-21T20:20:25.010891,1,1000,21.86,1315000
2025-05-21T20:20:25.103152,1,1000,32.69,1317000
2025-05-21T20:20:25.178762,1,1000,19.03,1319000
2025-05-21T20:20:25.269732,1,1000,34.07,1321000
2025-05-21T20:20:25.357571,1,1000,31.08,1323000
2025-05-21T20:20:25.432782,1,1000,18.38,1325000
2025-05-21T20:20:25.507939,1,1000,18.76,1327000
2025-05-21T20:20:25.576944,1,1000,12.43,1329000
2025-05-21T20:20:25.644020,1,1000,16.72,1331000
timestamp,worker_id,batch_size,duration_ms,total_rows_after_insert_approx
2025-05-21T20:20:13.806375,2,1000,17.75,1002000
2025-05-21T20:20:13.880226,2,1000,28.48,1004000
2025-05-21T20:20:13.938419,2,1000,18.25,1006000
2025-05-21T20:20:13.998105,2,1000,17.78,1008000
2025-05-21T20:20:14.055701,2,1000,17.38,1010000
2025-05-21T20:20:14.114288,2,1000,17.25,1012000
2025-05-21T20:20:14.173267,2,1000,17.49,1014000
2025-05-21T20:20:14.227986,2,1000,13.76,1016000
2025-05-21T20:20:14.299579,2,1000,10.99,1018000
2025-05-21T20:20:14.369053,2,1000,10.86,1020000
2025-05-21T20:20:14.439669,2,1000,11.24,1022000
2025-05-21T20:20:14.512928,2,1000,11.38,1024000
2025-05-21T20:20:14.583637,2,1000,11.72,1026000
2025-05-21T20:20:14.678288,2,1000,36.47,1028000
2025-05-21T20:20:14.740483,2,1000,17.83,1030000
2025-05-21T20:20:14.814262,2,1000,32.93,1032000
2025-05-21T20:20:14.898764,2,1000,32.98,1034000
2025-05-21T20:20:14.974748,2,1000,12.38,1036000
2025-05-21T20:20:15.052579,2,1000,21.23,1038000
2025-05-21T20:20:15.107006,2,1000,16.78,1040000
2025-05-21T20:20:15.171491,2,1000,24.16,1042000
2025-05-21T20:20:15.227104,2,1000,16.54,1044000
2025-05-21T20:20:15.283415,2,1000,16.44,1046000
2025-05-21T20:20:15.348724,2,1000,24.17,1048000
2025-05-21T20:20:15.411247,2,1000,23.80,1050000
2025-05-21T20:20:15.470952,2,1000,21.78,1052000
2025-05-21T20:20:15.533522,2,1000,24.10,1054000
2025-05-21T20:20:15.594862,2,1000,23.18,1056000
2025-05-21T20:20:15.657629,2,1000,23.87,1058000
2025-05-21T20:20:15.718599,2,1000,22.96,1060000
2025-05-21T20:20:15.784012,2,1000,27.02,1062000
2025-05-21T20:20:15.838117,2,1000,17.21,1064000
2025-05-21T20:20:15.909216,2,1000,28.55,1066000
2025-05-21T20:20:15.978890,2,1000,31.98,1068000
2025-05-21T20:20:16.049003,2,1000,19.16,1070000
2025-05-21T20:20:16.119977,2,1000,19.97,1072000
2025-05-21T20:20:16.190984,2,1000,19.72,1074000
2025-05-21T20:20:16.262060,2,1000,19.95,1076000
2025-05-21T20:20:16.333565,2,1000,31.08,1078000
2025-05-21T20:20:16.405605,2,1000,20.52,1080000
2025-05-21T20:20:16.477562,2,1000,19.75,1082000
2025-05-21T20:20:16.535564,2,1000,18.66,1084000
2025-05-21T20:20:16.588565,2,1000,12.14,1086000
2025-05-21T20:20:16.676471,2,1000,27.40,1088000
2025-05-21T20:20:16.742833,2,1000,21.38,1090000
2025-05-21T20:20:16.798749,2,1000,18.36,1092000
2025-05-21T20:20:16.865046,2,1000,20.61,1094000
2025-05-21T20:20:16.916020,2,1000,11.76,1096000
2025-05-21T20:20:17.005183,2,1000,31.25,1098000
2025-05-21T20:20:17.074760,2,1000,28.82,1100000
2025-05-21T20:20:17.145701,2,1000,19.25,1102000
2025-05-21T20:20:17.217217,2,1000,19.89,1104000
2025-05-21T20:20:17.287048,2,1000,20.37,1106000
2025-05-21T20:20:17.349018,2,1000,21.98,1108000
2025-05-21T20:20:17.404832,2,1000,18.38,1110000
2025-05-21T20:20:17.457237,2,1000,11.89,1112000
2025-05-21T20:20:17.526986,2,1000,11.61,1114000
2025-05-21T20:20:17.613698,2,1000,29.57,1116000
2025-05-21T20:20:17.686995,2,1000,32.11,1118000
2025-05-21T20:20:17.755839,2,1000,19.76,1120000
2025-05-21T20:20:17.825570,2,1000,12.56,1122000
2025-05-21T20:20:17.912743,2,1000,37.71,1124000
2025-05-21T20:20:17.974631,2,1000,16.81,1126000
2025-05-21T20:20:18.029603,2,1000,16.34,1128000
2025-05-21T20:20:18.088238,2,1000,17.54,1130000
2025-05-21T20:20:18.147877,2,1000,16.32,1132000
2025-05-21T20:20:18.204968,2,1000,16.24,1134000
2025-05-21T20:20:18.268616,2,1000,22.72,1136000
2025-05-21T20:20:18.328622,2,1000,21.21,1138000
2025-05-21T20:20:18.390030,2,1000,22.56,1140000
2025-05-21T20:20:18.453272,2,1000,24.73,1142000
2025-05-21T20:20:18.527533,2,1000,29.25,1144000
2025-05-21T20:20:18.594847,2,1000,28.54,1146000
2025-05-21T20:20:18.661980,2,1000,28.82,1148000
2025-05-21T20:20:18.729333,2,1000,28.69,1150000
2025-05-21T20:20:18.796605,2,1000,29.20,1152000
2025-05-21T20:20:18.855298,2,1000,18.81,1154000
2025-05-21T20:20:18.923483,2,1000,20.79,1156000
2025-05-21T20:20:19.003924,2,1000,18.72,1158000
2025-05-21T20:20:19.094779,2,1000,26.58,1160000
2025-05-21T20:20:19.168969,2,1000,27.04,1162000
2025-05-21T20:20:19.248417,2,1000,33.34,1164000
2025-05-21T20:20:19.321669,2,1000,33.72,1166000
2025-05-21T20:20:19.381258,2,1000,19.86,1168000
2025-05-21T20:20:19.454903,2,1000,32.73,1170000
2025-05-21T20:20:19.534132,2,1000,26.60,1172000
2025-05-21T20:20:19.604221,2,1000,20.99,1174000
2025-05-21T20:20:19.668508,2,1000,24.93,1176000
2025-05-21T20:20:19.728972,2,1000,21.96,1178000
2025-05-21T20:20:19.815525,2,1000,38.38,1180000
2025-05-21T20:20:19.887201,2,1000,21.33,1182000
2025-05-21T20:20:19.940157,2,1000,12.48,1184000
2025-05-21T20:20:20.033022,2,1000,34.26,1186000
2025-05-21T20:20:20.093841,2,1000,20.88,1188000
2025-05-21T20:20:20.151140,2,1000,19.00,1190000
2025-05-21T20:20:20.211624,2,1000,20.64,1192000
2025-05-21T20:20:20.270783,2,1000,18.87,1194000
2025-05-21T20:20:20.329878,2,1000,18.87,1196000
2025-05-21T20:20:20.388613,2,1000,18.83,1198000
2025-05-21T20:20:20.449857,2,1000,20.83,1200000
2025-05-21T20:20:20.515870,2,1000,26.08,1202000
2025-05-21T20:20:20.592188,2,1000,29.61,1204000
2025-05-21T20:20:20.650489,2,1000,19.44,1206000
2025-05-21T20:20:20.722885,2,1000,27.71,1208000
2025-05-21T20:20:20.800780,2,1000,32.55,1210000
2025-05-21T20:20:20.861538,2,1000,19.20,1212000
2025-05-21T20:20:20.935529,2,1000,31.53,1214000
2025-05-21T20:20:21.019003,2,1000,31.85,1216000
2025-05-21T20:20:21.089761,2,1000,19.57,1218000
2025-05-21T20:20:21.147355,2,1000,17.92,1220000
2025-05-21T20:20:21.209291,2,1000,18.12,1222000
2025-05-21T20:20:21.268934,2,1000,11.13,1224000
2025-05-21T20:20:21.338291,2,1000,11.19,1226000
2025-05-21T20:20:21.408450,2,1000,11.19,1228000
2025-05-21T20:20:21.488199,2,1000,22.42,1230000
2025-05-21T20:20:21.566247,2,1000,14.86,1232000
2025-05-21T20:20:21.643906,2,1000,16.15,1234000
2025-05-21T20:20:21.722790,2,1000,18.99,1236000
2025-05-21T20:20:21.819145,2,1000,32.67,1238000
2025-05-21T20:20:21.933226,2,1000,49.94,1239000
2025-05-21T20:20:21.991625,2,1000,16.80,1241000
2025-05-21T20:20:22.052984,2,1000,16.25,1243000
2025-05-21T20:20:22.110126,2,1000,16.48,1245000
2025-05-21T20:20:22.167444,2,1000,16.42,1247000
2025-05-21T20:20:22.227730,2,1000,19.03,1249000
2025-05-21T20:20:22.302749,2,1000,32.13,1251000
2025-05-21T20:20:22.378071,2,1000,17.00,1253000
2025-05-21T20:20:22.457079,2,1000,33.25,1255000
2025-05-21T20:20:22.542366,2,1000,33.89,1257000
2025-05-21T20:20:22.622431,2,1000,22.37,1259000
2025-05-21T20:20:22.697017,2,1000,16.57,1261000
2025-05-21T20:20:22.777819,2,1000,22.57,1263000
2025-05-21T20:20:22.860707,2,1000,25.41,1265000
2025-05-21T20:20:22.941000,2,1000,21.94,1267000
2025-05-21T20:20:23.024137,2,1000,25.57,1269000
2025-05-21T20:20:23.102523,2,1000,14.54,1271000
2025-05-21T20:20:23.189291,2,1000,29.28,1273000
2025-05-21T20:20:23.280278,2,1000,26.20,1275000
2025-05-21T20:20:23.368116,2,1000,31.89,1277000
2025-05-21T20:20:23.455680,2,1000,23.93,1279000
2025-05-21T20:20:23.543132,2,1000,29.37,1281000
2025-05-21T20:20:23.633061,2,1000,33.32,1283000
2025-05-21T20:20:23.722642,2,1000,25.01,1285000
2025-05-21T20:20:23.811877,2,1000,30.96,1287000
2025-05-21T20:20:23.901054,2,1000,21.70,1290000
2025-05-21T20:20:23.990037,2,1000,20.62,1292000
2025-05-21T20:20:24.080541,2,1000,23.25,1294000
2025-05-21T20:20:24.167018,2,1000,21.79,1296000
2025-05-21T20:20:24.254761,2,1000,21.01,1298000
2025-05-21T20:20:24.337600,2,1000,18.06,1300000
2025-05-21T20:20:24.423603,2,1000,21.13,1302000
2025-05-21T20:20:24.511652,2,1000,21.56,1304000
2025-05-21T20:20:24.597446,2,1000,23.25,1305000
2025-05-21T20:20:24.680848,2,1000,16.96,1308000
2025-05-21T20:20:24.765459,2,1000,19.38,1310000
2025-05-21T20:20:24.849899,2,1000,16.72,1312000
2025-05-21T20:20:24.934396,2,1000,16.73,1314000
2025-05-21T20:20:25.018692,2,1000,19.00,1316000
2025-05-21T20:20:25.106561,2,1000,21.99,1318000
2025-05-21T20:20:25.182001,2,1000,12.23,1320000
2025-05-21T20:20:25.272850,2,1000,27.45,1322000
2025-05-21T20:20:25.360180,2,1000,23.74,1324000
2025-05-21T20:20:25.435546,2,1000,11.89,1326000
2025-05-21T20:20:25.512483,2,1000,13.39,1328000
2025-05-21T20:20:25.588360,2,1000,14.88,1330000
2025-05-21T20:20:25.666833,2,1000,24.12,1332000
2025-05-21T20:20:25.705511,1,1000,21.50,1333000
2025-05-21T20:20:25.766011,1,1000,22.67,1335000
2025-05-21T20:20:25.833028,1,1000,23.61,1337000
2025-05-21T20:20:25.896475,1,1000,24.39,1339000
2025-05-21T20:20:25.968103,1,1000,32.80,1341000
2025-05-21T20:20:26.038148,1,1000,19.02,1343000
2025-05-21T20:20:26.107433,1,1000,12.29,1345000
2025-05-21T20:20:26.174595,1,1000,16.87,1347000
2025-05-21T20:20:26.240884,1,1000,27.50,1349000
2025-05-21T20:20:26.304275,1,1000,26.38,1351000
2025-05-21T20:20:26.369770,1,1000,25.82,1353000
2025-05-21T20:20:26.430256,1,1000,13.96,1355000
2025-05-21T20:20:26.509252,1,1000,17.95,1357000
2025-05-21T20:20:26.588776,1,1000,16.45,1359000
2025-05-21T20:20:26.661708,1,1000,17.43,1361000
2025-05-21T20:20:26.745827,1,1000,25.15,1363000
2025-05-21T20:20:26.818785,1,1000,24.31,1365000
2025-05-21T20:20:26.879769,1,1000,14.92,1367000
2025-05-21T20:20:26.955846,1,1000,14.26,1369000
2025-05-21T20:20:27.038006,1,1000,18.06,1371000
2025-05-21T20:20:27.120595,1,1000,18.55,1373000
2025-05-21T20:20:27.197133,1,1000,15.27,1375000
2025-05-21T20:20:27.279409,1,1000,24.27,1377000
2025-05-21T20:20:27.353651,1,1000,27.74,1379000
2025-05-21T20:20:27.415228,1,1000,15.33,1381000
2025-05-21T20:20:27.493929,1,1000,16.49,1383000
2025-05-21T20:20:27.578681,1,1000,24.44,1385000
2025-05-21T20:20:27.652827,1,1000,25.73,1387000
2025-05-21T20:20:27.714743,1,1000,14.06,1389000
2025-05-21T20:20:27.789269,1,1000,16.14,1391000
2025-05-21T20:20:27.873848,1,1000,18.10,1393000
2025-05-21T20:20:27.959718,1,1000,19.92,1395000
2025-05-21T20:20:28.043919,1,1000,19.27,1397000
2025-05-21T20:20:28.121739,1,1000,14.43,1399000
2025-05-21T20:20:28.195475,1,1000,15.23,1401000
2025-05-21T20:20:28.273046,1,1000,18.58,1403000
2025-05-21T20:20:28.355698,1,1000,24.21,1405000
2025-05-21T20:20:28.420179,1,1000,15.05,1407000
2025-05-21T20:20:28.491747,1,1000,14.70,1409000
2025-05-21T20:20:28.569423,1,1000,14.49,1411000
2025-05-21T20:20:28.655757,1,1000,20.38,1413000
2025-05-21T20:20:28.741326,1,1000,20.12,1415000
2025-05-21T20:20:28.826055,1,1000,19.23,1417000
2025-05-21T20:20:28.911997,1,1000,20.13,1419000
2025-05-21T20:20:28.996335,1,1000,20.19,1421000
2025-05-21T20:20:29.076091,1,1000,15.46,1423000
2025-05-21T20:20:29.162154,1,1000,19.25,1425000
2025-05-21T20:20:29.245791,1,1000,17.78,1427000
2025-05-21T20:20:29.329202,1,1000,19.66,1429000
2025-05-21T20:20:29.413760,1,1000,19.23,1431000
2025-05-21T20:20:29.495915,1,1000,20.66,1432000
2025-05-21T20:20:29.581152,1,1000,21.67,1434000
2025-05-21T20:20:29.666444,1,1000,27.75,1436000
2025-05-21T20:20:29.751846,1,1000,21.03,1438000
2025-05-21T20:20:29.836923,1,1000,20.93,1440000
2025-05-21T20:20:29.921912,1,1000,26.71,1442000
2025-05-21T20:20:29.999658,1,1000,22.10,1444000
2025-05-21T20:20:30.070474,1,1000,13.45,1446000
2025-05-21T20:20:30.152493,1,1000,30.50,1448000
2025-05-21T20:20:30.224829,1,1000,14.57,1450000
2025-05-21T20:20:30.281596,1,1000,18.39,1452000
2025-05-21T20:20:30.338604,1,1000,17.27,1454000
2025-05-21T20:20:30.400317,1,1000,16.99,1456000
2025-05-21T20:20:30.458001,1,1000,16.74,1458000
2025-05-21T20:20:30.515612,1,1000,16.29,1460000
2025-05-21T20:20:30.574001,1,1000,16.65,1462000
2025-05-21T20:20:30.632134,1,1000,16.59,1464000
2025-05-21T20:20:30.704562,1,1000,31.75,1466000
2025-05-21T20:20:30.764329,1,1000,16.79,1468000
2025-05-21T20:20:30.825963,1,1000,22.52,1470000
2025-05-21T20:20:30.888141,1,1000,23.57,1472000
2025-05-21T20:20:30.945891,1,1000,19.53,1474000
2025-05-21T20:20:31.036786,1,1000,52.27,1476000
2025-05-21T20:20:31.106043,1,1000,18.22,1478000
2025-05-21T20:20:31.173648,1,1000,16.58,1480000
2025-05-21T20:20:31.245691,1,1000,23.16,1482000
2025-05-21T20:20:31.315453,1,1000,31.78,1484000
2025-05-21T20:20:31.387224,1,1000,30.92,1486000
2025-05-21T20:20:31.438793,1,1000,13.51,1488000
2025-05-21T20:20:31.528852,1,1000,32.79,1490000
2025-05-21T20:20:31.601234,1,1000,31.71,1492000
2025-05-21T20:20:31.667645,1,1000,26.04,1494000
2025-05-21T20:20:31.741340,1,1000,25.88,1496000
2025-05-21T20:20:31.816481,1,1000,29.99,1498000
2025-05-21T20:20:31.884742,1,1000,28.87,1500000
2025-05-21T20:20:31.959264,1,1000,29.18,1502000
2025-05-21T20:20:32.036864,1,1000,31.92,1504000
2025-05-21T20:20:32.107203,1,1000,29.82,1506000
2025-05-21T20:20:32.191679,1,1000,41.72,1508000
2025-05-21T20:20:32.269961,1,1000,38.45,1510000
2025-05-21T20:20:32.340816,1,1000,31.96,1512000
2025-05-21T20:20:32.412709,1,1000,32.31,1514000
2025-05-21T20:20:32.484067,1,1000,32.28,1516000
2025-05-21T20:20:32.557481,1,1000,32.49,1518000
2025-05-21T20:20:32.629338,1,1000,32.80,1520000
2025-05-21T20:20:32.703641,1,1000,33.24,1522000
2025-05-21T20:20:32.778550,1,1000,35.22,1524000
2025-05-21T20:20:32.847653,1,1000,30.16,1526000
2025-05-21T20:20:32.922301,1,1000,34.27,1528000
2025-05-21T20:20:32.997198,1,1000,35.13,1530000
2025-05-21T20:20:33.072829,1,1000,17.93,1532000
2025-05-21T20:20:33.145365,1,1000,14.81,1534000
2025-05-21T20:20:33.229024,1,1000,25.46,1536000
2025-05-21T20:20:33.301502,1,1000,14.87,1538000
2025-05-21T20:20:33.374187,1,1000,21.45,1540000
2025-05-21T20:20:33.447624,1,1000,26.89,1542000
2025-05-21T20:20:33.519414,1,1000,31.66,1544000
2025-05-21T20:20:33.590351,1,1000,31.53,1546000
2025-05-21T20:20:33.662041,1,1000,31.97,1548000
2025-05-21T20:20:33.740845,1,1000,39.15,1550000
2025-05-21T20:20:33.814323,1,1000,34.34,1552000
2025-05-21T20:20:33.886495,1,1000,32.28,1554000
2025-05-21T20:20:33.962289,1,1000,31.75,1556000
2025-05-21T20:20:34.041863,1,1000,38.42,1558000
2025-05-21T20:20:34.119594,1,1000,39.54,1560000
2025-05-21T20:20:34.196419,1,1000,37.30,1562000
2025-05-21T20:20:34.275870,1,1000,42.40,1564000
2025-05-21T20:20:34.353226,1,1000,38.21,1566000
2025-05-21T20:20:34.427173,1,1000,34.94,1568000
2025-05-21T20:20:34.497833,1,1000,32.16,1570000
2025-05-21T20:20:34.569251,1,1000,34.10,1572000
2025-05-21T20:20:34.641554,1,1000,33.16,1574000
2025-05-21T20:20:34.706667,1,1000,25.58,1576000
2025-05-21T20:20:34.782712,1,1000,31.18,1578000
2025-05-21T20:20:34.856547,1,1000,33.59,1580000
2025-05-21T20:20:34.939064,1,1000,36.72,1582000
2025-05-21T20:20:35.009583,1,1000,30.62,1584000
2025-05-21T20:20:35.084303,1,1000,32.73,1586000
2025-05-21T20:20:35.157042,1,1000,33.21,1588000
2025-05-21T20:20:35.234448,1,1000,37.04,1590000
2025-05-21T20:20:35.314351,1,1000,40.60,1592000
2025-05-21T20:20:35.392567,1,1000,38.87,1594000
2025-05-21T20:20:35.466629,1,1000,35.13,1596000
2025-05-21T20:20:35.545336,1,1000,39.07,1598000
2025-05-21T20:20:35.623582,1,1000,39.33,1600000
2025-05-21T20:20:35.705931,1,1000,38.45,1602000
2025-05-21T20:20:35.783498,1,1000,36.30,1604000
2025-05-21T20:20:35.862390,1,1000,38.69,1606000
2025-05-21T20:20:35.939771,1,1000,39.54,1608000
2025-05-21T20:20:36.010848,1,1000,31.04,1610000
2025-05-21T20:20:36.083793,1,1000,33.70,1612000
2025-05-21T20:20:36.155160,1,1000,32.34,1614000
2025-05-21T20:20:36.234318,1,1000,38.37,1616000
2025-05-21T20:20:36.310612,1,1000,36.96,1618000
2025-05-21T20:20:36.382194,1,1000,32.10,1620000
2025-05-21T20:20:36.461863,1,1000,33.38,1622000
2025-05-21T20:20:36.536272,1,1000,34.26,1624000
